iter	RMSE
626	0.3106875392
627	0.3105568372
628	0.3103674512
629	0.3102533868
630	0.3100040361
631	0.3098124032
632	0.3096254081
633	0.3094142262
634	0.3090738387
635	0.3087860166
636	0.308624022
637	0.3084074753
638	0.3081187803
639	0.3080299567
640	0.3079233315
641	0.3076544478
642	0.3074961077
643	0.3071442636
644	0.3070793519
645	0.306815793
646	0.3065107086
647	0.3061599474
648	0.3060993065
649	0.3058877562
650	0.3055543395
651	0.3053535295
652	0.3050927382
653	0.3049696938
654	0.304774374
655	0.3045638537
656	0.3045210177
657	0.3042131527
658	0.3040377418
659	0.3037336231
660	0.3033844045
661	0.3030733007
662	0.3028916377
663	0.302698103
664	0.3026399792
665	0.3024470659
666	0.3021933573
667	0.3019928731
668	0.3018497046
669	0.3014863836
670	0.301415199
671	0.3012954227
672	0.3010925054
673	0.3007803174
674	0.3007592785
675	0.300500265
676	0.3002133465
677	0.300073934
678	0.2999641715
679	0.299798901
680	0.2997107691
681	0.2994245062
682	0.2990663405
683	0.2989483364
684	0.298822756
685	0.2986089954
686	0.2985220883
687	0.2981986765
688	0.2979165304
689	0.2977824798
690	0.2974840124
691	0.2972191136
692	0.2969809947
693	0.2968854037
694	0.2966965466
695	0.2964382167
696	0.2961629318
697	0.295919203
698	0.2957032348
699	0.2955264732
700	0.2953497563
701	0.2950875064
702	0.2947564584
703	0.2945962501
704	0.2944291429
705	0.2942302375
706	0.2940074693
707	0.2938922546
708	0.2934731404
709	0.2931915134
710	0.2930249145
711	0.2927912326
712	0.2926280623
713	0.2924519275
714	0.2922241505
715	0.292042216
716	0.2919920018
717	0.2916822582
718	0.291477067
719	0.2912737435
720	0.2910258523
721	0.290600819
722	0.2903709158
723	0.2901304649
724	0.29005103
725	0.2897727604
726	0.2896594572
727	0.2894711452
728	0.2892494658
729	0.2891361546
730	0.2888924609
731	0.2886171115
732	0.2884141688
733	0.2881804656
734	0.2880385237
735	0.2877490505
736	0.2876535938
737	0.2874433342
738	0.2871846218
739	0.2870149965
740	0.2868022273
741	0.2864922205
742	0.2864689204
743	0.2862739286
744	0.2861429319
745	0.2859227118
746	0.2856466576
747	0.2853928734
748	0.2852694411
749	0.2850535429
750	0.2848305924
751	0.2847098076
752	0.2844466054
753	0.284301319
754	0.2841835023
755	0.2840424755
756	0.2838922132
757	0.2838711001
758	0.2836365859
759	0.2833414766
760	0.2831216324
761	0.2830033359
762	0.2828134602
763	0.2826227101
764	0.282505623
765	0.2824750096
766	0.2822764492
767	0.2822068061
768	0.2820156096
769	0.2818413279
770	0.2817239879
771	0.2816350234
772	0.2814055421
773	0.2812558719
774	0.2810378943
775	0.2808282686
776	0.2806417238
777	0.2805529947
778	0.2803285212
779	0.2801338825
780	0.2799640288
781	0.279739985
782	0.2795350491
783	0.279393762
784	0.2791295386
785	0.2788874587
786	0.2788134044
787	0.2785889843
788	0.2783597021
789	0.278147988
790	0.2779249627
791	0.277781098
792	0.2776834059
793	0.2774324686
794	0.2772916754
795	0.2771402679
796	0.2769440444
797	0.2767408444
798	0.2765629215
799	0.2764236484
800	0.2761933109
801	0.2759578627
802	0.2756831053
803	0.2754523618
804	0.2753881303
805	0.2752039998
806	0.2749269575
807	0.2748099274
808	0.2746894475
809	0.2745533587
810	0.2744122663
811	0.2742420332
812	0.2740588198
813	0.2738614243
814	0.2737556118
815	0.2737322533
816	0.2736567849
817	0.2734005431
818	0.2733688236
819	0.273130688
820	0.2729706066
821	0.2727065958
822	0.2724575604
823	0.2723188978
824	0.2721009467
825	0.2718762722
826	0.2716265536
827	0.2713785738
828	0.2712253107
829	0.2710689782
830	0.2709244325
831	0.2707841476
832	0.2706026564
833	0.2704023691
834	0.2702450165
835	0.2700584596
836	0.2698865599
837	0.2698559263
838	0.2696475921
839	0.2693978394
840	0.2692008475
841	0.2690136397
842	0.268964809
843	0.2687817184
844	0.2686419667
845	0.2683831673
846	0.2682230423
847	0.2680293997
848	0.2679100676
849	0.2677166589
850	0.2674831402
851	0.2671496168
852	0.2669831765
853	0.2669757567
854	0.2669408709
855	0.2668360321
856	0.2665203589
857	0.2664985464
858	0.2663128861
859	0.2661446614
860	0.2660027191
861	0.2658048599
862	0.2657362654
863	0.265649592
864	0.265504725
865	0.2653626139
866	0.2652136516
867	0.2649785326
868	0.2648346448
869	0.2646099
870	0.2643845819
871	0.2642062473
872	0.2640003064
873	0.2637872639
874	0.2636404582
875	0.2635313768
876	0.2633788999
877	0.2632507432
878	0.2631407161
879	0.262945815
880	0.262650715
881	0.2624541375
882	0.2621577983
883	0.2620210783
884	0.2617903239
885	0.2615867685
886	0.2613998315
887	0.2612331073
888	0.2611515748
889	0.2610087989
890	0.2608317003
891	0.260739701
892	0.2605618662
893	0.2603961804
894	0.2601418454
895	0.2598320561
896	0.2596071397
897	0.259343751
898	0.2592381515
899	0.2591263417
900	0.2589295802
901	0.2588302705
902	0.2586969882
903	0.2585561474
904	0.2583326054
905	0.2581484291
906	0.2579177887
907	0.2577701044
908	0.2574262471
909	0.2572463746
910	0.2570997602
911	0.2570398474
912	0.2568146061
913	0.2566169914
914	0.2566103076
915	0.2564051464
916	0.2562400751
917	0.2560888224
918	0.2558801143
919	0.25572911
920	0.2554886094
921	0.2553939035
922	0.2551850389
923	0.2550889431
924	0.254955273
925	0.254749698
926	0.2545015187
927	0.2542598711
928	0.2542138498
929	0.2540525775
930	0.2538764474
931	0.25369472
932	0.2536144817
933	0.2535117398
934	0.2534106368
935	0.2532420038
936	0.2530187347
937	0.2529124019
938	0.2526293583
939	0.2525571401
940	0.2524932409
941	0.2523906206
942	0.2521605999
943	0.2519680802
944	0.2517610137
945	0.2516678226
946	0.2515142417
947	0.2514330843
948	0.2512144128
949	0.2511629516
950	0.2511093448
951	0.2509593544
952	0.2508831828
953	0.250737328
954	0.2506168847
955	0.2504304285
956	0.2502794977
957	0.2501460849
958	0.2499936698
959	0.2497128696
960	0.2494708067
961	0.2492112378
962	0.249134411
963	0.249021889
964	0.2489191951
965	0.2487557257
966	0.2485060692
967	0.2483842536
968	0.2480616651
969	0.2479627646
970	0.2478356575
971	0.247729879
972	0.2475073214
973	0.2472308356
974	0.2471493008
975	0.2471456294
976	0.2470154548
977	0.2469014488
978	0.2467837331
979	0.2466852047
980	0.2465985703
981	0.2464652675
982	0.2461027245
983	0.2459231481
984	0.2456824228
985	0.2455238312
986	0.2453801874
987	0.2452582232
988	0.2450208224
989	0.2447673335
990	0.2446108288
991	0.2443980788
992	0.2442250131
993	0.2440937497
994	0.2440238193
995	0.2439141819
996	0.2436841376
997	0.2435087395
998	0.2434022352
999	0.2431859544
